analysis_set,method,recall,mean_precision,se_precision,folds,lower_se,upper_se,system
butyrate_assembly_2021,PLNNetwork,0.92,0.782456140350877,0.00286490028395693,5,0.77959124006692,0.785321040634834,Butyrate
butyrate_assembly_2021,PLNNetwork,0.93,0.782456140350877,0.00286490028395693,5,0.77959124006692,0.785321040634834,Butyrate
butyrate_assembly_2021,PLNNetwork,0.94,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,PLNNetwork,0.95,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,PLNNetwork,0.96,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,PLNNetwork,0.97,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,PLNNetwork,0.98,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,PLNNetwork,0.99,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,PLNNetwork,1,0.745989974937343,0.0144404189764512,5,0.731549555960892,0.760430393913795,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0,1,0,5,1,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.01,0.96,0.04,5,0.92,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.02,0.96,0.04,5,0.92,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.03,0.96,0.04,5,0.92,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.04,0.96,0.04,5,0.92,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.05,0.96,0.04,5,0.92,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.06,0.96,0.04,5,0.92,1,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.07,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.08,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.09,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.1,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.11,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.12,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.13,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.14,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.15,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.16,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.17,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.18,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.19,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.2,0.88,0.0489897948556636,5,0.831010205144336,0.928989794855664,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.21,0.846666666666667,0.038873012632302,5,0.807793654034365,0.885539679298969,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.22,0.846666666666667,0.038873012632302,5,0.807793654034365,0.885539679298969,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.23,0.846666666666667,0.038873012632302,5,0.807793654034365,0.885539679298969,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.24,0.846666666666667,0.038873012632302,5,0.807793654034365,0.885539679298969,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.25,0.846666666666667,0.038873012632302,5,0.807793654034365,0.885539679298969,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.26,0.846666666666667,0.038873012632302,5,0.807793654034365,0.885539679298969,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.27,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.28,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.29,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.3,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.31,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.32,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.33,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.34,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.35,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.36,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.37,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.38,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.39,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.4,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.41,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.42,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.43,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.44,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.45,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.46,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.47,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.48,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.49,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.5,0.836666666666667,0.0429469957557504,5,0.793719670910916,0.879613662422417,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.51,0.829047619047619,0.045190451101403,5,0.783857167946216,0.874238070149022,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.52,0.829047619047619,0.045190451101403,5,0.783857167946216,0.874238070149022,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.53,0.829047619047619,0.045190451101403,5,0.783857167946216,0.874238070149022,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.54,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.55,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.56,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.57,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.58,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.59,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.6,0.826190476190476,0.0457366016959489,5,0.780453874494527,0.871927077886425,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.61,0.79952380952381,0.0220337815262082,5,0.777490027997601,0.821557591050018,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.62,0.79952380952381,0.0220337815262082,5,0.777490027997601,0.821557591050018,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.63,0.79952380952381,0.0220337815262082,5,0.777490027997601,0.821557591050018,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.64,0.79952380952381,0.0220337815262082,5,0.777490027997601,0.821557591050018,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.65,0.79952380952381,0.0220337815262082,5,0.777490027997601,0.821557591050018,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.66,0.79952380952381,0.0220337815262082,5,0.777490027997601,0.821557591050018,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.67,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.68,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.69,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.7,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.71,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.72,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.73,0.792857142857143,0.0204262957995497,5,0.772430847057593,0.813283438656693,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.74,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.75,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.76,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.77,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.78,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.79,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.8,0.778571428571429,0.0259294350286895,5,0.752641993542739,0.804500863600118,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.81,0.761428571428572,0.0279739107480467,5,0.733454660680525,0.789402482176618,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.82,0.761428571428572,0.0279739107480467,5,0.733454660680525,0.789402482176618,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.83,0.761428571428572,0.0279739107480467,5,0.733454660680525,0.789402482176618,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.84,0.761428571428572,0.0279739107480467,5,0.733454660680525,0.789402482176618,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.85,0.761428571428572,0.0279739107480467,5,0.733454660680525,0.789402482176618,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.86,0.761428571428572,0.0279739107480467,5,0.733454660680525,0.789402482176618,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.87,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.88,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.89,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.9,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.91,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.92,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.93,0.743650793650794,0.0127726007455802,5,0.730878192905214,0.756423394396374,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.94,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.95,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.96,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.97,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.98,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
butyrate_assembly_2021,SPIEC-EASI,0.99,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
butyrate_assembly_2021,SPIEC-EASI,1,0.738095238095238,0.00996023841111994,5,0.728134999684118,0.748055476506358,Butyrate
carlstrom_phyllosphere_2019,LENS,0,1,0,5,1,1,Carlström
carlstrom_phyllosphere_2019,LENS,0.01,0.81025641025641,0.124458062559093,5,0.685798347697317,0.934714472815504,Carlström
carlstrom_phyllosphere_2019,LENS,0.02,0.81025641025641,0.124458062559093,5,0.685798347697317,0.934714472815504,Carlström
carlstrom_phyllosphere_2019,LENS,0.03,0.81025641025641,0.124458062559093,5,0.685798347697317,0.934714472815504,Carlström
carlstrom_phyllosphere_2019,LENS,0.04,0.81025641025641,0.124458062559093,5,0.685798347697317,0.934714472815504,Carlström
carlstrom_phyllosphere_2019,LENS,0.05,0.517529137529138,0.0583738277205506,5,0.459155309808587,0.575902965249688,Carlström
carlstrom_phyllosphere_2019,LENS,0.06,0.517529137529138,0.0583738277205506,5,0.459155309808587,0.575902965249688,Carlström
carlstrom_phyllosphere_2019,LENS,0.07,0.517529137529138,0.0583738277205506,5,0.459155309808587,0.575902965249688,Carlström
carlstrom_phyllosphere_2019,LENS,0.08,0.517529137529138,0.0583738277205506,5,0.459155309808587,0.575902965249688,Carlström
carlstrom_phyllosphere_2019,LENS,0.09,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.1,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.11,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.12,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.13,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.14,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.15,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.16,0.444956673761022,0.0564494494100823,5,0.388507224350939,0.501406123171104,Carlström
carlstrom_phyllosphere_2019,LENS,0.17,0.428290007094355,0.0548235691209028,5,0.373466437973452,0.483113576215258,Carlström
carlstrom_phyllosphere_2019,LENS,0.18,0.428290007094355,0.0548235691209028,5,0.373466437973452,0.483113576215258,Carlström
carlstrom_phyllosphere_2019,LENS,0.19,0.428290007094355,0.0548235691209028,5,0.373466437973452,0.483113576215258,Carlström
carlstrom_phyllosphere_2019,LENS,0.2,0.428290007094355,0.0548235691209028,5,0.373466437973452,0.483113576215258,Carlström
carlstrom_phyllosphere_2019,LENS,0.21,0.403390739695088,0.067453944770391,5,0.335936794924697,0.470844684465479,Carlström
carlstrom_phyllosphere_2019,LENS,0.22,0.403390739695088,0.067453944770391,5,0.335936794924697,0.470844684465479,Carlström
carlstrom_phyllosphere_2019,LENS,0.23,0.403390739695088,0.067453944770391,5,0.335936794924697,0.470844684465479,Carlström
carlstrom_phyllosphere_2019,LENS,0.24,0.403390739695088,0.067453944770391,5,0.335936794924697,0.470844684465479,Carlström
carlstrom_phyllosphere_2019,LENS,0.25,0.402074950221403,0.0676050596127721,5,0.334469890608631,0.469680009834175,Carlström
carlstrom_phyllosphere_2019,LENS,0.26,0.402074950221403,0.0676050596127721,5,0.334469890608631,0.469680009834175,Carlström
carlstrom_phyllosphere_2019,LENS,0.27,0.402074950221403,0.0676050596127721,5,0.334469890608631,0.469680009834175,Carlström
carlstrom_phyllosphere_2019,LENS,0.28,0.402074950221403,0.0676050596127721,5,0.334469890608631,0.469680009834175,Carlström
carlstrom_phyllosphere_2019,LENS,0.29,0.392390739695088,0.069477937026152,5,0.322912802668936,0.46186867672124,Carlström
carlstrom_phyllosphere_2019,LENS,0.3,0.359235659481184,0.0433817081022432,5,0.315853951378941,0.402617367583427,Carlström
carlstrom_phyllosphere_2019,LENS,0.31,0.359235659481184,0.0433817081022432,5,0.315853951378941,0.402617367583427,Carlström
carlstrom_phyllosphere_2019,LENS,0.32,0.359235659481184,0.0433817081022432,5,0.315853951378941,0.402617367583427,Carlström
carlstrom_phyllosphere_2019,LENS,0.33,0.350235659481184,0.0462550869152093,5,0.303980572565975,0.396490746396393,Carlström
carlstrom_phyllosphere_2019,LENS,0.34,0.314182528551393,0.0356345019414271,5,0.278548026609966,0.34981703049282,Carlström
carlstrom_phyllosphere_2019,LENS,0.35,0.314182528551393,0.0356345019414271,5,0.278548026609966,0.34981703049282,Carlström
carlstrom_phyllosphere_2019,LENS,0.36,0.314182528551393,0.0356345019414271,5,0.278548026609966,0.34981703049282,Carlström
carlstrom_phyllosphere_2019,LENS,0.37,0.314182528551393,0.0356345019414271,5,0.278548026609966,0.34981703049282,Carlström
carlstrom_phyllosphere_2019,LENS,0.38,0.280634920634921,0.0350218140997434,5,0.245613106535177,0.315656734734664,Carlström
carlstrom_phyllosphere_2019,LENS,0.39,0.280634920634921,0.0350218140997434,5,0.245613106535177,0.315656734734664,Carlström
carlstrom_phyllosphere_2019,LENS,0.4,0.280634920634921,0.0350218140997434,5,0.245613106535177,0.315656734734664,Carlström
carlstrom_phyllosphere_2019,LENS,0.41,0.279206349206349,0.0338128305261251,5,0.245393518680224,0.313019179732474,Carlström
carlstrom_phyllosphere_2019,LENS,0.42,0.278080223080223,0.0344162991276863,5,0.243663923952537,0.312496522207909,Carlström
carlstrom_phyllosphere_2019,LENS,0.43,0.278080223080223,0.0344162991276863,5,0.243663923952537,0.312496522207909,Carlström
carlstrom_phyllosphere_2019,LENS,0.44,0.278080223080223,0.0344162991276863,5,0.243663923952537,0.312496522207909,Carlström
carlstrom_phyllosphere_2019,LENS,0.45,0.265720915720916,0.0253221263950528,5,0.240398789325863,0.291043042115969,Carlström
carlstrom_phyllosphere_2019,LENS,0.46,0.263146389975658,0.0244245903768385,5,0.23872179959882,0.287570980352497,Carlström
carlstrom_phyllosphere_2019,LENS,0.47,0.263146389975658,0.0244245903768385,5,0.23872179959882,0.287570980352497,Carlström
carlstrom_phyllosphere_2019,LENS,0.48,0.263146389975658,0.0244245903768385,5,0.23872179959882,0.287570980352497,Carlström
carlstrom_phyllosphere_2019,LENS,0.49,0.25355081011692,0.0248906693505845,5,0.228660140766336,0.278441479467505,Carlström
carlstrom_phyllosphere_2019,LENS,0.5,0.25355081011692,0.0248906693505845,5,0.228660140766336,0.278441479467505,Carlström
carlstrom_phyllosphere_2019,LENS,0.51,0.245923315660158,0.0229887818458408,5,0.222934533814317,0.268912097505999,Carlström
carlstrom_phyllosphere_2019,LENS,0.52,0.245923315660158,0.0229887818458408,5,0.222934533814317,0.268912097505999,Carlström
carlstrom_phyllosphere_2019,LENS,0.53,0.236923315660158,0.0159260481986703,5,0.220997267461487,0.252849363858828,Carlström
carlstrom_phyllosphere_2019,LENS,0.54,0.236923315660158,0.0159260481986703,5,0.220997267461487,0.252849363858828,Carlström
carlstrom_phyllosphere_2019,LENS,0.55,0.236923315660158,0.0159260481986703,5,0.220997267461487,0.252849363858828,Carlström
carlstrom_phyllosphere_2019,LENS,0.56,0.236923315660158,0.0159260481986703,5,0.220997267461487,0.252849363858828,Carlström
carlstrom_phyllosphere_2019,LENS,0.57,0.224401576529723,0.0118631977191328,5,0.21253837881059,0.236264774248856,Carlström
carlstrom_phyllosphere_2019,LENS,0.58,0.224401576529723,0.0118631977191328,5,0.21253837881059,0.236264774248856,Carlström
carlstrom_phyllosphere_2019,LENS,0.59,0.215992485620632,0.0092036386688731,5,0.206788846951759,0.225196124289505,Carlström
carlstrom_phyllosphere_2019,LENS,0.6,0.215992485620632,0.0092036386688731,5,0.206788846951759,0.225196124289505,Carlström
carlstrom_phyllosphere_2019,LENS,0.61,0.209852134743439,0.0134011200742972,5,0.196451014669142,0.223253254817736,Carlström
carlstrom_phyllosphere_2019,LENS,0.62,0.209852134743439,0.0134011200742972,5,0.196451014669142,0.223253254817736,Carlström
carlstrom_phyllosphere_2019,LENS,0.63,0.207947957839262,0.013784875792444,5,0.194163082046818,0.221732833631706,Carlström
carlstrom_phyllosphere_2019,LENS,0.64,0.207947957839262,0.013784875792444,5,0.194163082046818,0.221732833631706,Carlström
carlstrom_phyllosphere_2019,LENS,0.65,0.206519386410691,0.0127289608361281,5,0.193790425574563,0.219248347246819,Carlström
carlstrom_phyllosphere_2019,LENS,0.66,0.206519386410691,0.0127289608361281,5,0.193790425574563,0.219248347246819,Carlström
carlstrom_phyllosphere_2019,LENS,0.67,0.206519386410691,0.0127289608361281,5,0.193790425574563,0.219248347246819,Carlström
carlstrom_phyllosphere_2019,LENS,0.68,0.206519386410691,0.0127289608361281,5,0.193790425574563,0.219248347246819,Carlström
carlstrom_phyllosphere_2019,LENS,0.69,0.204701204592509,0.0115020826396536,5,0.193199121952855,0.216203287232163,Carlström
carlstrom_phyllosphere_2019,LENS,0.7,0.204701204592509,0.0115020826396536,5,0.193199121952855,0.216203287232163,Carlström
carlstrom_phyllosphere_2019,LENS,0.71,0.191186717594272,0.0152083775435037,5,0.175978340050769,0.206395095137776,Carlström
carlstrom_phyllosphere_2019,LENS,0.72,0.191186717594272,0.0152083775435037,5,0.175978340050769,0.206395095137776,Carlström
carlstrom_phyllosphere_2019,LENS,0.73,0.189139353193967,0.0138527454209276,5,0.175286607773039,0.202992098614894,Carlström
carlstrom_phyllosphere_2019,LENS,0.74,0.189139353193967,0.0138527454209276,5,0.175286607773039,0.202992098614894,Carlström
carlstrom_phyllosphere_2019,LENS,0.75,0.189139353193967,0.0138527454209276,5,0.175286607773039,0.202992098614894,Carlström
carlstrom_phyllosphere_2019,LENS,0.76,0.185899742032996,0.0149503399966685,5,0.170949402036327,0.200850082029664,Carlström
carlstrom_phyllosphere_2019,LENS,0.77,0.181970558709181,0.0128461750032016,5,0.169124383705979,0.194816733712382,Carlström
carlstrom_phyllosphere_2019,LENS,0.78,0.181970558709181,0.0128461750032016,5,0.169124383705979,0.194816733712382,Carlström
carlstrom_phyllosphere_2019,LENS,0.79,0.181970558709181,0.0128461750032016,5,0.169124383705979,0.194816733712382,Carlström
carlstrom_phyllosphere_2019,LENS,0.8,0.181785373523996,0.0128692732501243,5,0.168916100273871,0.19465464677412,Carlström
carlstrom_phyllosphere_2019,LENS,0.81,0.178502382181383,0.012107763749968,5,0.166394618431415,0.190610145931351,Carlström
carlstrom_phyllosphere_2019,LENS,0.82,0.178502382181383,0.012107763749968,5,0.166394618431415,0.190610145931351,Carlström
carlstrom_phyllosphere_2019,LENS,0.83,0.178502382181383,0.012107763749968,5,0.166394618431415,0.190610145931351,Carlström
carlstrom_phyllosphere_2019,LENS,0.84,0.178270819130792,0.0122644376184719,5,0.16600638151232,0.190535256749263,Carlström
carlstrom_phyllosphere_2019,LENS,0.85,0.176671096652566,0.0114122658868753,5,0.165258830765691,0.188083362539442,Carlström
carlstrom_phyllosphere_2019,LENS,0.86,0.176671096652566,0.0114122658868753,5,0.165258830765691,0.188083362539442,Carlström
carlstrom_phyllosphere_2019,LENS,0.87,0.176671096652566,0.0114122658868753,5,0.165258830765691,0.188083362539442,Carlström
carlstrom_phyllosphere_2019,LENS,0.88,0.174244040949648,0.0121021251464311,5,0.162141915803217,0.18634616609608,Carlström
carlstrom_phyllosphere_2019,LENS,0.89,0.171287644778224,0.0107532254402382,5,0.160534419337986,0.182040870218462,Carlström
carlstrom_phyllosphere_2019,LENS,0.9,0.171287644778224,0.0107532254402382,5,0.160534419337986,0.182040870218462,Carlström
carlstrom_phyllosphere_2019,LENS,0.91,0.171287644778224,0.0107532254402382,5,0.160534419337986,0.182040870218462,Carlström
carlstrom_phyllosphere_2019,LENS,0.92,0.170989493317282,0.0109650390777772,5,0.160024454239505,0.181954532395059,Carlström
carlstrom_phyllosphere_2019,LENS,0.93,0.166260443829493,0.00836024405145725,5,0.157900199778036,0.17462068788095,Carlström
carlstrom_phyllosphere_2019,LENS,0.94,0.166260443829493,0.00836024405145725,5,0.157900199778036,0.17462068788095,Carlström
carlstrom_phyllosphere_2019,LENS,0.95,0.166260443829493,0.00836024405145725,5,0.157900199778036,0.17462068788095,Carlström
carlstrom_phyllosphere_2019,LENS,0.96,0.165803822824927,0.00836716429871814,5,0.157436658526208,0.174170987123645,Carlström
carlstrom_phyllosphere_2019,LENS,0.97,0.163151412664493,0.00767939854227398,5,0.155472014122219,0.170830811206766,Carlström
carlstrom_phyllosphere_2019,LENS,0.98,0.163151412664493,0.00767939854227398,5,0.155472014122219,0.170830811206766,Carlström
carlstrom_phyllosphere_2019,LENS,0.99,0.163151412664493,0.00767939854227398,5,0.155472014122219,0.170830811206766,Carlström
carlstrom_phyllosphere_2019,LENS,1,0.163151412664493,0.00767939854227398,5,0.155472014122219,0.170830811206766,Carlström
carlstrom_phyllosphere_2019,OneNet,0,1,0,5,1,1,Carlström
carlstrom_phyllosphere_2019,OneNet,0.01,0.351748659803596,0.163346850118785,5,0.188401809684811,0.515095509922381,Carlström
carlstrom_phyllosphere_2019,OneNet,0.02,0.351748659803596,0.163346850118785,5,0.188401809684811,0.515095509922381,Carlström
carlstrom_phyllosphere_2019,OneNet,0.03,0.351748659803596,0.163346850118785,5,0.188401809684811,0.515095509922381,Carlström
carlstrom_phyllosphere_2019,OneNet,0.04,0.351748659803596,0.163346850118785,5,0.188401809684811,0.515095509922381,Carlström
carlstrom_phyllosphere_2019,OneNet,0.05,0.165186690363868,0.0240657239400869,5,0.141120966423781,0.189252414303955,Carlström
